Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size
2021-05-25 19:13:25 UTC,138,76f771da-7602-41d1-8838-3f36399c1c39,Devin,Singletary,BUF,RB,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-25 12:57:34 UTC,127,540cd12b-2270-4051-bba2-50d5a14ba02e,Anthony,Firkser,TEN,TE,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-24 23:28:26 UTC,114,ef041929-c098-4f3f-b39a-ecdb2021d215,Ryan,Tannehill,TEN,QB,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-24 02:35:38 UTC,103,5d07a264-2036-4cde-b20b-01540ddaef7e,Trey,Lance,SF,QB,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-22 18:34:09 UTC,90,5cde7aea-f9ae-407b-b90c-685ec16f5c3e,Jarvis,Landry,CLE,WR,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-22 01:38:12 UTC,79,09c9a0d8-65f7-4134-93da-ea7dcc245e25,Deebo,Samuel,SF,WR,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-20 17:39:34 UTC,66,7f0c4a8a-67e0-4824-a327-69ec705c4986,Tee,Higgins,CIN,WR,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-20 13:41:12 UTC,55,aeb3fea8-d146-450f-a64d-01b287464b0e,Brandon,Aiyuk,SF,WR,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-19 21:33:29 UTC,42,7593a29a-509b-48ca-83a2-94978d009776,Julio,Jones,ATL,WR,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-19 17:28:45 UTC,31,5bcf9b6e-f5e1-4e64-9601-960d07339eed,George,Kittle,SF,TE,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-18 17:01:48 UTC,18,bbdce1e0-d8ff-4fae-84e2-f5502af4ec88,A.J.,Brown,TEN,WR,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-17 20:05:57 UTC,7,c806c4a0-893a-4797-8e71-78ee908bf72d,Jonathan,Taylor,IND,RB,6a0d8d7f-1e3d-4896-806c-77af809f6d1c,4b7be2da-0d21-48d6-ac37-057c70728de0,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-27 00:56:48 UTC,205,3fa967f6-6e57-49a7-b75e-ee4dff0e495d,Cordarrelle,Patterson,ATL,WR,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-27 00:56:45 UTC,204,f9bfb56d-bb33-4c6a-925f-87b504efc696,Dawson,Knox,BUF,TE,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-26 00:54:36 UTC,181,5949a3d1-56be-4b3e-b75b-827f30450b94,Demarcus,Robinson,KC,WR,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-26 00:54:32 UTC,180,e67c62f1-487f-43b4-b3d7-9936dbf31332,K.J.,Hamler,DEN,WR,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-24 16:38:15 UTC,157,838c967c-5998-4de3-822a-7d8662daadc4,Ryan,Fitzpatrick,WAS,QB,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-24 16:38:12 UTC,156,7206a804-07fe-4d03-8908-9e6ac0e9fddd,J.D.,McKissic,WAS,RB,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-23 21:47:10 UTC,133,d05fc267-28aa-4ad7-9620-fdd106498153,Darrell,Henderson,LAR,RB,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-23 21:46:23 UTC,132,12b00629-de37-472b-84a7-3faef5812d0b,Marvin,Jones,JAX,WR,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-22 17:58:02 UTC,109,faa5ea47-862d-4209-83f4-067684f3f9ba,Gabriel,Davis,BUF,WR,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-22 17:58:01 UTC,108,2a6c1072-0362-4843-8207-a476abf1a745,Cole,Beasley,BUF,WR,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-21 16:36:30 UTC,85,a689e9ea-4080-46a0-a5a1-36cbb54df10f,Curtis,Samuel,WAS,WR,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-21 16:36:28 UTC,84,3af45b40-7114-4add-b09d-039d7151366f,Jerry,Jeudy,DEN,WR,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-20 20:12:36 UTC,61,db32bb24-2e66-41c0-9e11-6f755d462650,Kyle,Pitts,ATL,TE,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-20 20:12:32 UTC,60,7f0c4a8a-67e0-4824-a327-69ec705c4986,Tee,Higgins,CIN,WR,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-19 18:02:28 UTC,37,9f02af32-ee27-44e1-965f-fd987306e112,Josh,Allen,BUF,QB,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-19 18:02:02 UTC,36,2d4a5363-902f-42a2-a736-15dfafff5174,Chris,Carson,SEA,RB,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-18 15:28:32 UTC,13,6f5ca433-e04e-47e9-aea3-f49aff710a42,Aaron,Jones,GB,RB,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-18 15:28:14 UTC,12,0c34def2-b7a8-4bd5-91d7-92fb7620707b,Stefon,Diggs,BUF,WR,7fe5a343-f61f-42cb-aec3-532e52a37782,7ff2d264-3c7f-405a-8f26-3fc8ac485519,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:49:06 UTC,210,d7ca4d1d-283d-44eb-b1c7-0103a6758d22,Malcolm,Brown,MIA,RB,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:46:45 UTC,199,57100e6b-0a4c-4c51-be0b-f56ba96b2d9c,Rhamondre,Stevenson,NE,RB,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:44:34 UTC,186,f7abe004-5f03-48e9-aafc-daf907a7efa4,Damien,Williams,CHI,RB,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:41:53 UTC,175,ccf69edc-5075-4066-ba59-796688727723,Austin,Hooper,CLE,TE,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:39:18 UTC,162,64591ad5-366a-447a-8134-2e1d2865da19,Baker,Mayfield,CLE,QB,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:37:00 UTC,151,c6c2a61c-9dd8-41af-b666-c53586139679,Rashaad,Penny,SEA,RB,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:33:36 UTC,138,e75b647c-f420-49c3-b8e6-4bb62f375559,Gus,Edwards,BAL,RB,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:31:52 UTC,127,16aaff8f-88c8-4043-867d-fc80eaad3aca,Darnell,Mooney,CHI,WR,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:28:30 UTC,114,94050cec-d584-442d-afab-cb4be81de8d7,Justin,Fields,CHI,QB,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:25:59 UTC,103,407494db-d38d-4941-beef-18873c363973,James,Conner,ARI,RB,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:22:21 UTC,90,dafcd557-143c-4644-ab5e-ea2eef35611d,Noah,Fant,DEN,TE,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:18:55 UTC,79,09c9a0d8-65f7-4134-93da-ea7dcc245e25,Deebo,Samuel,SF,WR,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:15:54 UTC,66,ebe7d851-268f-4b75-969b-6c6f42a25b78,Odell,Beckham,CLE,WR,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:13:19 UTC,55,f13c9f2f-80e2-4e0e-96a1-5fababdf8210,Travis,Etienne,JAX,RB,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:10:02 UTC,42,db872aff-d130-4e00-b36d-5872fa082678,Mike,Evans,TB,WR,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:07:49 UTC,31,dde1f148-591b-402f-86b0-58f0081fc481,Allen,Robinson,CHI,WR,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:04:40 UTC,18,bbdce1e0-d8ff-4fae-84e2-f5502af4ec88,A.J.,Brown,TEN,WR,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-15 01:02:03 UTC,7,1c94a675-56a9-457d-8c67-2d5d603ccc1a,Tyreek,Hill,KC,WR,26d78ea5-035d-464c-b880-785df523e70e,748f4d64-246b-4cb7-a00c-15901abe52cc,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:56:34 UTC,215,d7ca4d1d-283d-44eb-b1c7-0103a6758d22,Malcolm,Brown,MIA,RB,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:52:42 UTC,194,ff6be397-b8a4-446c-b78d-ade23715f42b,DeSean,Jackson,LAR,WR,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:51:52 UTC,191,f7abe004-5f03-48e9-aafc-daf907a7efa4,Damien,Williams,CHI,RB,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:47:57 UTC,170,f9a7c542-d1e6-4b81-8599-a5805434a650,John,Brown,LV,WR,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:47:37 UTC,167,6442c478-0b39-4b19-866c-2981aad2b343,Dyami,Brown,WAS,WR,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:43:15 UTC,146,631468e7-df01-4856-86b2-143736e9e9d6,Kirk,Cousins,MIN,QB,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:42:37 UTC,143,b584610d-9490-40c1-95e1-2294474a440a,Henry,Ruggs,LV,WR,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:38:24 UTC,122,5d07a264-2036-4cde-b20b-01540ddaef7e,Trey,Lance,SF,QB,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:38:08 UTC,119,68cec3ff-68dd-41ac-b91a-a40a850340a9,Irv,Smith,MIN,TE,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:33:09 UTC,98,6bc6c20f-a7bd-4378-89a9-1d463ec584ad,Michael,Pittman,IND,WR,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:32:44 UTC,95,6a188950-2656-4aa6-95fe-1a725ecfaccb,Brandin,Cooks,HOU,WR,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:28:27 UTC,74,09c9a0d8-65f7-4134-93da-ea7dcc245e25,Deebo,Samuel,SF,WR,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:27:48 UTC,71,ac230634-ea40-4400-9f1a-12f53c53965b,Trey,Sermon,SF,RB,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:22:11 UTC,50,f13c9f2f-80e2-4e0e-96a1-5fababdf8210,Travis,Etienne,JAX,RB,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:21:41 UTC,47,9037daa2-4919-42ef-878d-93107850b132,Chris,Godwin,TB,WR,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:16:52 UTC,26,0411beb7-13f8-4eef-8efb-b642b32bd87e,Darren,Waller,LV,TE,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:16:28 UTC,23,504b7e2e-b51f-4caa-b3fe-7036002edb61,Justin,Jefferson,MIN,WR,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-16 22:12:52 UTC,2,a971451b-f89e-498f-a6b4-060854880ed6,Dalvin,Cook,MIN,RB,9a3837df-1d00-4e24-bb3a-3cc0b57c1670,abe4b518-ae6f-4056-8587-a929f9161c5d,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-24 22:47:48 UTC,211,bb807ae2-6c26-4f2f-9b1a-d715f3108acd,James,White,NE,RB,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-24 11:20:40 UTC,198,0c1dbc8b-9c4b-44d4-853e-6f8627a3b659,Josh,Palmer,LAC,WR,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-23 22:48:57 UTC,187,bd9427ac-7804-43a4-8a28-ad3acc62d861,Darius,Slayton,NYG,WR,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-23 17:12:50 UTC,174,84c117bd-6764-488f-a3ae-3cbd99dfb6c2,Daniel,Jones,NYG,QB,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-23 11:52:25 UTC,163,b206653c-98fa-46a6-8856-64c16f98c68c,Jared,Cook,LAC,TE,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-22 20:46:11 UTC,150,a13497e1-fda9-43d7-849f-66b19e185ffb,Sterling,Shepard,NYG,WR,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-22 16:19:15 UTC,139,faa5ea47-862d-4209-83f4-067684f3f9ba,Gabriel,Davis,BUF,WR,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-22 12:25:15 UTC,126,16aaff8f-88c8-4043-867d-fc80eaad3aca,Darnell,Mooney,CHI,WR,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-22 02:18:32 UTC,115,2a6c1072-0362-4843-8207-a476abf1a745,Cole,Beasley,BUF,WR,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-21 23:24:29 UTC,102,7429c757-08bf-4277-a9e3-a2ca092235c1,Mike,Williams,LAC,WR,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-21 14:44:13 UTC,91,dafcd557-143c-4644-ab5e-ea2eef35611d,Noah,Fant,DEN,TE,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-21 02:13:27 UTC,78,0274af0f-be94-4e8e-a3b5-288a4cb3d2ab,JuJu,Smith-Schuster,PIT,WR,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-20 22:21:37 UTC,67,ebe7d851-268f-4b75-969b-6c6f42a25b78,Odell,Beckham,CLE,WR,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
2021-05-20 17:42:15 UTC,54,933b67a2-84df-4059-bb30-4a46c794225c,Justin,Herbert,LAC,QB,43bafe50-5f65-444f-805c-dd0dc1a10e5e,3841d2c1-eb43-44fa-a112-da7cd432115e,0,12,0,Best Ball Mania II,a51a9d58-7d22-4d86-843b-b3a9d8a21621,25,3500001,155520,,,,,
