"id","firstName","lastName","adp","projectedPoints","slotName","teamName","lineupStatus","byeWeek"
"65bab560-b39d-4720-a364-0e7c505dfa29","Tim","Tebow","214.0",,"TE",,,
"19bc20bf-81ad-45fb-8ee7-7a428db7b187","Dan","Arnold","214.0","31.3","TE","Carolina Panthers",,
"3ab34813-c0d6-4e7e-888a-1397617c4912","Todd","Gurley","214.1","0.0","RB","Atlanta Falcons",,
"c66e56fb-d6ca-46d8-9c3f-f43e9830ab76","Byron","Pringle","214.2","29.4","WR","Kansas City Chiefs",,
"9184e477-2de1-4382-9a93-90123eb11380","Tim","Patrick","214.2","34.1","WR","Denver Broncos",,
"45e7719c-c1e1-455c-94df-9da5552be30f","Quintez","Cephus","214.2","32.6","WR","Detroit Lions",,
"7276b91f-8dea-465b-b223-e3edee3cba36","Dalton","Schultz","214.3","64.1","TE","Dallas Cowboys",,
"e1b24434-640f-41a9-9e8e-22f77621e4bb","Darrel","Williams","214.3","31.0","RB","Kansas City Chiefs",,
"d45f47a7-e79e-4802-b448-02eda51c4504","James","Washington","214.4","42.3","WR","Pittsburgh Steelers",,
"e5fc0340-abe9-4be1-95e1-3fa2f1a66da2","Rashard","Higgins","214.5","125.5","WR","Cleveland Browns",,
"3e0b17fb-8f35-4902-a9ec-b65172fde00a","Samaje","Perine","214.6","22.8","RB","Cincinnati Bengals",,
"b8d90525-4986-42ba-959c-cc63694a64c7","Pat","Freiermuth","214.8","48.5","TE","Pittsburgh Steelers",,
"b62e2c59-7550-4d48-9454-b6eaccf18f44","Scott","Miller","214.8","67.1","WR","Tampa Bay Buccaneers",,
"9a8e9057-e633-493b-a73c-a58bc853d946","Tutu","Atwell","214.8","55.9","WR","Los Angeles Rams",,
"bb2f741b-67a0-4b42-875c-74d95ae8f0d8","Travis","Fulgham","214.9","47.2","WR","Philadelphia Eagles",,
"341dd606-d302-4998-8f0c-ec8da2578998","Teddy","Bridgewater","214.9","157.6","QB","Denver Broncos",,
"ebcc0487-4fce-4141-b69e-cf8b7ea942c7","Lynn","Bowden","215.0","29.4","RB","Miami Dolphins",,
"77969a65-3022-4d52-93b6-d2b34ea3c8f6","Jalen","Guyton","215.0","52.6","WR","Los Angeles Chargers",,
"04c2313c-7997-4cda-9089-b8f11108f2da","Tyrod","Taylor","215.0","175.0","QB","Houston Texans",,
"3288f509-b2eb-4c99-a0f7-c634153f04e1","Donald","Parham","215.0","66.6","TE","Los Angeles Chargers",,
"33875682-b709-4739-8c5b-707284b2c18d","Dez","Fitzpatrick","215.2","57.9","WR","Tennessee Titans",,
"1c7714d1-183b-4738-bd43-17abf014660e","Joshua","Kelley","215.2","105.9","RB","Los Angeles Chargers",,
"ca3f742c-f0f3-4f12-b765-7fa28bf162e2","Adam","Humphries","215.2","36.6","WR","Washington Football Team",,
"b749e56a-02b1-4657-bff1-e7079ca8e806","Zach","Pascal","215.2","37.4","WR","Indianapolis Colts",,
"a68e8181-2475-4290-9ea7-9a1a273bd69d","Jalen","Hurd","215.2","18.3","WR","San Francisco 49ers",,
"95e7fe68-0c37-4fbf-a706-73e5a081ae3f","Sony","Michel","215.3","29.3","RB","New England Patriots",,
"068f7f1d-9bd9-4eeb-afe3-b028d3cdf513","Le'Veon","Bell","215.3",,"RB","Kansas City Chiefs",,
"ae0aef18-abeb-48a4-ba2f-218499fae2f8","Justin","Jackson","215.4","63.6","RB","Los Angeles Chargers",,
"73c7d11d-d613-4c55-8819-2199f1ac5f91","Jordan","Love","215.4","39.5","QB","Green Bay Packers",,
"a3beea4d-8029-4edf-bf96-0bc44a74fa0a","Jimmy","Garoppolo","215.5","49.1","QB","San Francisco 49ers",,
"4d8aeab4-a131-40a5-8b2b-73a439ad7ed3","Keelan","Cole","215.5","21.1","WR","NY Jets",,
"5faed386-dcbf-4f08-9a37-a7018d35669b","Mike","Boone","215.5","13.7","RB","Denver Broncos",,
"6c9c9cc3-15f2-43a2-be9f-03212a852127","Donovan","Peoples-Jones","215.5","17.3","WR","Cleveland Browns",,
"8ab920f9-7c74-4b8c-bd77-a403955fdbf0","Randall","Cobb","215.5","77.9","WR","Houston Texans",,
"fd85adb4-3fec-43d5-8b55-479d276bb7fe","Kyle","Rudolph","215.5","44.8","TE","NY Giants",,
"ea088ab0-23e8-43d8-9359-afa6a986680a","Devin","Duvernay","215.5","27.3","WR","Baltimore Ravens",,
"e912861e-c0ff-47e1-b8d5-61d8166f22f2","Ihmir","Smith-Marsette","215.6","44.9","WR","Minnesota Vikings",,
"4cd0157f-ae64-4de3-97ee-1a75fe570ef9","Gerrid","Doaks","215.6","2.7","RB","Miami Dolphins",,
"3fa967f6-6e57-49a7-b75e-ee4dff0e495d","Cordarrelle","Patterson","215.6","40.7","WR","Atlanta Falcons",,
"a7f708a6-f29e-4167-98ff-205c215be36f","C.J.","Uzomah","215.6","54.8","TE","Cincinnati Bengals",,
"65f840ef-261b-427b-9ff0-b0a36e2d75e9","Collin","Johnson","215.6","60.3","WR","Jacksonville Jaguars",,
"ae97c3db-a54d-4ed2-89ac-60ceec0209d3","Drew","Lock","215.7","92.5","QB","Denver Broncos",,
"44f1ee5d-c653-423a-b5a0-9268e541a6a0","Anthony","Schwartz","215.7","7.0","WR","Cleveland Browns",,
"b27967fa-8e4c-4249-afa6-bd4b1568202d","Benny","Snell","215.8","64.3","RB","Pittsburgh Steelers",,
"acc46b1b-47fa-449c-b265-eed6efc1318d","Boston","Scott","215.8","45.5","RB","Philadelphia Eagles",,
"4f334953-6989-4ed2-96c2-ae0bb4bfe0fa","Preston","Williams","215.8","45.6","WR","Miami Dolphins",,
"fcf45081-3540-4288-a916-79c2fdd2c635","Tylan","Wallace","215.8","4.6","WR","Baltimore Ravens",,
"a522e665-b96d-463d-a6ca-79e8eec113d3","Khalil","Herbert","215.8","1.6","RB","Chicago Bears",,
"2d0f0d9a-83eb-4733-909d-99b3bc707d81","Jimmy","Graham","215.8","65.2","TE","Chicago Bears",,
"45f92e7f-cdaf-414b-b418-04d2da74feb8","Isaiah","McKenzie","215.8","26.6","WR","Buffalo Bills",,
"271bc22b-5b49-4e1d-a9c5-76fae35856a8","Jack","Doyle","215.8","26.1","TE","Indianapolis Colts",,
"6a3b017b-daaa-4e61-925f-52398876b6da","Tyler","Johnson","215.8","31.3","WR","Tampa Bay Buccaneers",,
"43815cfe-ccfb-48bb-8e44-662f02489883","Carlos","Hyde","215.8","30.1","RB","Jacksonville Jaguars",,
"abeeb41c-b4aa-4128-ba06-df363b088ab4","Harrison","Bryant","215.8","25.2","TE","Cleveland Browns",,
"f5f9351b-e467-41fe-a033-3dd4b8e1c9bd","Frank","Darby","215.8",,"WR","Atlanta Falcons",,
"3bd37d45-e9c3-4b7a-9758-b72e4bba2976","Larry","Roundtree III","215.8",,"RB","Los Angeles Chargers",,
"47a8ac8d-679c-4da9-8771-b6256d514191","Jaret","Patterson","215.8",,"RB","Washington Football Team",,
"710fb70b-da3e-4c5c-84bb-91ec151a0f84","Chris","Evans","215.9","22.8","RB","Cincinnati Bengals",,
"1b944079-3606-4a25-92ec-06296a805e2f","Eno","Benjamin","215.9","8.0","RB","Arizona Cardinals",,
"c7466a2e-5d75-40f5-97bf-f0a98d8a8e92","Rex","Burkhead","215.9",,"RB",,,
"1d4980d6-9c96-44f8-97f3-fd6ad12176d7","Keke","Coutee","215.9","88.0","WR","Houston Texans",,
"538cc09b-764e-48c1-b458-51fedfeeaadf","Tyler","Conklin","215.9","57.9","TE","Minnesota Vikings",,
"f5154720-5d7c-4239-86de-122a668e072b","N'Keal","Harry","215.9","41.1","WR","New England Patriots",,
"4e11e519-3c56-4be5-a4ab-8f2272725423","Auden","Tate","215.9","48.4","WR","Cincinnati Bengals",,
"f4df71df-399d-40f8-ba72-044f95de91e2","Mark","Ingram","215.9","44.4","RB","Houston Texans",,
"c77aa817-6c25-45f6-be87-03caf28936e4","La'Mical","Perine","215.9","49.1","RB","NY Jets",,
"99229be3-fe8f-4698-8ca8-25b68a8034ad","Deonte","Harris","215.9","42.9","WR","New Orleans Saints",,
"318f074c-6ae8-445a-bed2-b06f6bd162f3","Matt","Breida","215.9","13.2","RB","Buffalo Bills",,
"57aef878-7932-4819-9e04-5c869fc324f0","Richie","James","215.9","58.1","WR","San Francisco 49ers",,
"b8cb1ec3-8624-47a5-b07b-e8f1bd03c9ea","Drew","Sample","215.9","46.7","TE","Cincinnati Bengals",,
"a002a7d7-f0b7-4b6e-aa02-de92d3a312ad","Will","Dissly","215.9","41.2","TE","Seattle Seahawks",,
"84d11234-3ce1-41f1-aeb8-279c84bc78b4","Ke'Shawn","Vaughn","215.9","11.7","RB","Tampa Bay Buccaneers",,
"ff35fb8b-ef42-45fd-b186-8af07f8f0fff","Adrian","Peterson","215.9",,"RB",,,
"5ba6fba8-62c5-497b-8bec-0fcd5cc46b94","David","Njoku","215.9","20.7","TE","Cleveland Browns",,
"d057d54c-23ad-4d3f-9932-78216405fbdb","Simi","Fehoko","215.9","17.2","WR","Dallas Cowboys",,
"cfdcec74-3e7c-4b69-b279-4a8e63c5ce57","Cameron","Brate","216.0","51.0","TE","Tampa Bay Buccaneers",,
"156a7659-c73b-4dc8-baf0-cfa3b2500ec1","Jacob","Harris","216.0","8.3","WR","Los Angeles Rams",,
"7ac21ed7-49f1-417c-9a79-63f1ad50421f","Dazz","Newsome","216.0","5.5","WR","Chicago Bears",,
"0486d781-8e85-4575-8788-3019f4c52ae9","Jordan","Akins","216.0","48.6","TE","Houston Texans",,
"a5693b12-a7dc-47ce-9776-72ac62d734c9","Greg","Ward","216.0","41.9","WR","Philadelphia Eagles",,
"9b8176b0-ef42-4f68-9d0f-908acc6f556f","Tyron","Johnson","216.0","15.9","WR","Los Angeles Chargers",,
"0ad85745-1c46-49b5-9461-509a0b65eaec","John","Ross","216.0","13.1","WR","NY Giants",,
"56415b7f-7f81-4c00-b41d-da0ce1ed2771","Thaddeus","Moss","216.0",,"TE","Cincinnati Bengals",,
"c0bf096f-a084-4db0-82a9-78d53d118254","Andy","Dalton","216.0","66.1","QB","Chicago Bears",,
"b7f68c99-9a91-45cd-a8c1-b03cd14841fa","Ty","Montgomery","216.0","21.4","RB","New Orleans Saints",,
"e6af827f-afbf-43f1-a4e9-1ea1ffc49138","Mitchell","Trubisky","216.0","16.9","QB","Buffalo Bills",,
"e00fb885-5771-4ef9-94c1-ad0c245aeea3","Devin","Funchess","216.0","5.0","WR","Green Bay Packers",,
"c3d3f10e-f482-4c4d-95f2-2d4d3198c6fa","Antonio","Williams","216.0",,"RB","Buffalo Bills",,
"3b1f7eac-1634-45ea-96ed-aee8e75e121d","Trevon","Grimes","216.0",,"WR",,,
"ba3bcf1e-ca8c-4c69-a205-b0729c7cc8df","David","Moore","216.0","38.6","WR","Carolina Panthers",,
"20bd4995-55a3-43f7-a8f3-389dd0e45e1d","Jaelon","Darden","216.0","8.6","WR","Tampa Bay Buccaneers",,
"997cec52-be26-4e89-9f19-074d1ab7c089","Braxton","Berrios","216.0","7.1","WR","NY Jets",,
"407b66cb-a5df-462d-afb4-aa9303cb14ce","Quez","Watkins","216.0",,"WR","Philadelphia Eagles",,
"1eac7c10-cbb8-438c-90a8-bc73523bbe53","DeeJay","Dallas","216.0","19.6","RB","Seattle Seahawks",,
"02e75523-a64d-4301-b41b-2138031e4015","Justice","Hill","216.0","15.3","RB","Baltimore Ravens",,
"4452a159-f785-4ceb-9829-74336ea917ee","Andy","Isabella","216.0","14.5","WR","Arizona Cardinals",,
"00d2f807-64ff-47c4-9720-3dee60390687","Ryquell","Armstead","216.0",,"RB","Jacksonville Jaguars",,
"a2b818ed-32ab-44ce-9b7f-725f1314612a","Davis","Mills","216.0","31.9","QB","Houston Texans",,
"155fc668-69c9-4cf1-a58b-ff0f14ce03e0","Darwin","Thompson","216.0","17.9","RB","Kansas City Chiefs",,
"7d37019a-4bbc-48e0-b6db-19907d88ac4c","Kellen","Mond","216.0","14.9","QB","Minnesota Vikings",,
"28c3157a-cb5e-4bc5-a792-c0f3b425b933","Derrius","Guice","216.0",,"RB",,,
"5f9ae1ed-8bf9-4133-85a2-dfe548b2bac6","Tyler","Eifert","-","54.5","TE","Jacksonville Jaguars",,
"02f3b469-4738-49cf-8288-09d0ff9db694","Marcus","Mariota","-","54.2","QB","Las Vegas Raiders",,
"c1e45080-d51b-4e01-9350-ba3f370c5330","Chris","Conley","-","44.1","WR","Houston Texans",,
"e6d75963-c990-42e3-94ed-966cc0bef54e","Maxx","Williams","-","44.0","TE","Arizona Cardinals",,
"af8403eb-282e-4db4-ad7e-d4cc3a50d4f9","Joe","Flacco","-","41.8","QB","Philadelphia Eagles",,
"c89e2cfb-f2f2-49ea-9033-ea957f7523b4","Kyle","Juszczyk","-","36.5","RB","San Francisco 49ers",,
"12a08bf5-0743-461b-9508-3f0a568e6132","Mohamed","Sanu","-","35.9","WR","San Francisco 49ers",,
"13669464-2b6a-44f5-bbdf-14f3b618e214","Chad","Beebe","-","35.7","WR","Minnesota Vikings",,
"202cc27f-339e-42ba-8bfd-251d90eff736","Tyler","Kroft","-","34.8","TE","NY Jets",,
"50bd414d-c1d4-49f8-954c-3138e27a378b","Kyle","Trask","-","33.1","QB","Tampa Bay Buccaneers",,
"c6046a30-5b0f-4e42-9c4d-bcb7e12493e6","Cam","Sims","-","32.9","WR","Washington Football Team",,
"876eed21-b6a1-4778-bdd1-575a3ab07be7","Taylor","Heinicke","-","31.3","QB","Washington Football Team",,
"387a22e0-0bc4-475e-ba2b-f3e322c1ff6b","Albert","Okwuegbunam","-","30.1","TE","Denver Broncos",,
"fc67867e-b11b-4dd9-a556-9038d74177e4","Brycen","Hopkins","-","30.0","TE","Los Angeles Rams",,
"53a165bd-81ff-4d60-ade5-917482e2e178","Trey","Burton","-","29.6","TE","Indianapolis Colts",,
"2ce6f336-3990-4c28-bc9d-08fbb042a557","Mason","Rudolph","-","29.5","QB","Pittsburgh Steelers",,
"c6aea3d2-3948-4b49-81ac-ce39f34f2ecf","KeeSean","Johnson","-","29.1","WR","Arizona Cardinals",,
"85d6470d-031b-4cfc-8c3f-3d782bd188d2","Brevin","Jordan","-","28.9","TE","Houston Texans",,
"87517d1e-d0a9-43d9-b1b4-91e037c94245","Hunter","Long","-","27.8","TE","Miami Dolphins",,
"cc00fd76-033d-4177-8414-55c682b1717a","Tommy","Tremble","-","27.7","TE","Carolina Panthers",,
"4901d8e4-1aed-4d5b-a797-126ee1dd48aa","Darrell","Daniels","-","27.5","TE","Arizona Cardinals",,
"d766852f-2864-429a-95e6-a35b59c38a21","J.J.","Arcega-Whiteside","-","26.8","WR","Philadelphia Eagles",,
"a7d343e2-a6d2-4e75-83ea-11e26b2f616f","Kalif","Raymond","-","26.1","WR","Detroit Lions",,
"1f22b283-8f79-4378-91e7-9579884bc090","Nick","Boyle","-","25.9","TE","Baltimore Ravens",,
"5fc5343c-d86f-406a-a29d-c54571196ad8","Freddie","Swain","-","25.9","WR","Seattle Seahawks",,
"0147228a-1559-4e96-ab6f-a27dd0c6cf87","Willie","Snead","-","25.7","WR","Las Vegas Raiders",,
"44fe010a-a23f-46d5-b950-f366e088746e","Peyton","Barber","-","25.1","RB","Washington Football Team",,
"78226272-e200-4a5c-a44c-df95ae351bb2","Jacob","Eason","-","25.0","QB","Indianapolis Colts",,
"da94b26d-46bb-4765-a154-97c7d617558f","Qadree","Ollison","-","24.5","RB","Atlanta Falcons",,
"62f2ab91-d79d-4f18-be20-1a096973d734","Marquise","Goodwin","-","24.4","WR","Chicago Bears",,
"05437654-7cd6-4786-a1d9-b170d2c9aafc","Mike","Glennon","-","23.8","QB","NY Giants",,
"cca8cef8-1930-44e3-b6cc-efd961282548","Travis","Homer","-","23.3","RB","Seattle Seahawks",,
"97a262d5-31a5-4ebe-8943-5f166ed0f1fd","Trayveon","Williams","-","22.8","RB","Cincinnati Bengals",,
"83218915-c57a-4309-b4a9-b2c25bd98cfc","Kerryon","Johnson","-","22.2","RB","Detroit Lions",,
"b1febd53-5f2f-4b61-a779-9f18976b8628","Colby","Parkinson","-","21.4","TE","Seattle Seahawks",,
"b7cd7d59-af8d-4636-8561-6cdd067037fd","MyCole","Pruitt","-","21.0","TE","Tennessee Titans",,
"f7400d0c-b6f4-4821-b1af-f6c19f23f235","Anthony","McFarland","-","20.4","RB","Pittsburgh Steelers",,
"d10f8e01-770e-409b-b9f8-35475db0534d","Jalen","Richard","-","20.0","RB","Las Vegas Raiders",,
"3043c683-0190-443e-bbb9-da67fc3c2bd3","Jacob","Hollister","-","19.7","TE","Buffalo Bills",,
"cd98b5a9-ec0d-4b1e-bfd4-333bc5bcdc3c","Geoff","Swaim","-","19.0","TE","Tennessee Titans",,
"c39f6fa2-2057-405b-97ca-6983c08e7bea","Cameron","Batson","-","18.5","WR","Tennessee Titans",,
"72edc8f8-c1f3-4610-b8da-1819c795695b","Jamal","Agnew","-","18.5","WR","Jacksonville Jaguars",,
"8804efb5-5192-4077-9248-1100d29963e7","Josh","Hill","-","17.9","TE","Detroit Lions",,
"36cd83f6-069c-4fa5-ad01-fe00b2227514","Cedrick","Wilson","-","17.2","WR","Dallas Cowboys",,
"af86b31e-2377-4a75-87a2-ce521bd0bc5c","Javon","Wims","-","17.1","WR","Chicago Bears",,
"aabdd0dd-b2a3-4bb8-87f6-87a4627d0afa","Noah","Brown","-","16.8","WR","Dallas Cowboys",,
"b6a8df60-5d58-46b6-98cc-7b8d3272398f","Chad","Henne","-","16.6","QB","Kansas City Chiefs",,
"48ef542e-b10d-423f-bc23-ed28ad4e8335","Foster","Moreau","-","16.1","TE","Las Vegas Raiders",,
"a5e8e8f6-09a9-4642-a9c8-4bceb71383d5","Ross","Dwelley","-","16.1","TE","San Francisco 49ers",,
"2c7c95b6-50c3-48ce-b587-c15f7bf1d306","Gardner","Minshew","-","15.9","QB","Jacksonville Jaguars",,
"5540b266-f3b9-4ebe-bf3f-5c89efe782f2","Garrett","Gilbert","-","15.8","QB","Dallas Cowboys",,
"4ba1e4c0-b9f4-4225-885b-955429115da0","Kene","Nwangwu","-","15.6","RB","Minnesota Vikings",,
"1a03e8d4-2c23-40d5-9ea4-9ad22e469107","Olabisi","Johnson","-","15.3","WR","Minnesota Vikings",,
"95c5769e-edb6-4e10-bcfe-71308771a063","Mike","Thomas","-","15.3","WR","Cincinnati Bengals",,
"e13ff0ea-dffa-4b20-ae97-6ab2854daeab","Kelvin","Harmon","-","15.2","WR","Washington Football Team",,
"016420db-c785-473f-9e98-b2b4cbe7ebd1","Jakeem","Grant","-","15.1","WR","Miami Dolphins",,
"4b6853bd-ffb9-4d59-9c37-2df4f835205d","Jacoby","Brissett","-","15.0","QB","Miami Dolphins",,
"de0e29d7-53b7-4bfb-b820-d0b4c42266cd","Colt","McCoy","-","14.7","QB","Arizona Cardinals",,
"59919a34-7ee3-4773-8dae-385f322454e3","Geno","Smith","-","14.7","QB","Seattle Seahawks",,
"e8af1d19-33d9-4558-82e9-5ffe89971271","Brandon","Allen","-","14.4","QB","Cincinnati Bengals",,
"3159c28c-da03-4513-aaeb-679b59b10dae","John","Wolford","-","14.2","QB","Los Angeles Rams",,
"9ffea5ec-c8f1-430e-bcdd-730f32ae33e0","Kylin","Hill","-","14.2","RB","Green Bay Packers",,
"6587a876-1a71-4ad6-99ed-e37c749dbfdb","Chase","Daniel","-","14.1","QB","Los Angeles Chargers",,
"4ee42ae8-fad2-4346-a544-fef573824bb1","Miles","Boykin","-","14.0","WR","Baltimore Ravens",,
"9f7e9697-4158-483b-848e-94cd092d0bd1","Kyle","Allen","-","13.7","QB","Washington Football Team",,
"29ae0154-edeb-425e-9a5a-42bc76e47350","Jeremy","McNichols","-","13.4","RB","Tennessee Titans",,
"2bc4655a-7b7b-4de9-a747-cc950ed3cffc","Case","Keenum","-","13.4","QB","Cleveland Browns",,
"adfb4f8f-a8ae-4d59-ae3a-abb27139f69e","Ashton","Dulin","-","13.2","WR","Indianapolis Colts",,
"94bbb3a2-506f-40ea-b1c7-cb4eb2ff35c0","Chris","Manhertz","-","13.1","TE","Jacksonville Jaguars",,
"1b77689e-9896-4f23-8d6f-6783dc606e0f","DeShone","Kizer","-","13.1","QB","Tennessee Titans",,
"5bbb36f3-03ef-4673-92a7-86932a382801","John","Ursua","-","12.8","WR","Seattle Seahawks",,
"05defd91-8661-4058-883a-1402fe5ca65a","Phillip","Walker","-","12.8","QB","Carolina Panthers",,
"b2ba067c-6674-45f1-a379-49b9e4f4122d","Jace","Sternberger","-","12.6","TE","Green Bay Packers",,
"ce2abbcd-dd0b-41d0-afb2-95717a95e944","Josh","Adams","-","12.6","RB","NY Jets",,
"3aa527bb-4a0b-414b-a7a2-19dbe55cc6a2","Trey","McKitty","-","12.4","TE","Los Angeles Chargers",,
"5e14cbe4-db6c-4583-a706-7f378e77d1c7","Chester","Rogers","-","12.0","WR","Tennessee Titans",,
"64d347c9-ed71-4511-8b7b-305c9e4dd017","Ray-Ray","McCloud","-","11.1","WR","Pittsburgh Steelers",,
"2e215b06-af03-4f96-9184-70789d236619","David","Blough","-","10.9","QB","Detroit Lions",,
"c292fd2b-00f6-48a1-8f5c-3333ce8f4f24","James","Morgan","-","10.8","QB","NY Jets",,
"04a19fb7-71d2-4a9e-add8-942c2b2813a1","Mike","White","-","10.6","QB","NY Jets",,
"371da59c-94dc-48f9-abc7-63d734664a46","Tyler","Ervin","-","10.4","RB","Green Bay Packers",,
"1185fd94-4d94-4ba6-b61c-6828ea2d43a0","Chris","Thompson","-","9.6","RB","Jacksonville Jaguars",,
"7488ef66-9d2a-4ac4-b330-f8e0de231074","Lee","Smith","-","9.4","TE","Atlanta Falcons",,
"7ab26765-b6b3-48f5-a00b-ef3be0fc9cab","Khadarel","Hodge","-","9.1","WR","Cleveland Browns",,
"d6cbfdf0-f9b8-47b6-9b53-8b7dca6ee257","Alec","Ingold","-","9.1","RB","Las Vegas Raiders",,
"90b86557-0191-4e00-b9ca-da2e739cdd72","Trenton","Cannon","-","9.0","RB","Carolina Panthers",,
"6e0d32fa-22d1-444e-a4d9-79070aa5bfe7","Patrick","Ricard","-","8.3","RB","Baltimore Ravens",,
"6d455dad-1ca0-431d-a149-933709a764b9","Blake","Bell","-","8.2","TE","Kansas City Chiefs",,
"139c51d5-d4a6-4a03-aeca-bc2575465e38","Derek","Watt","-","8.1","RB","Pittsburgh Steelers",,
"3704fbe1-6d1e-4e83-8d6a-00fb58fa6412","Durham","Smythe","-","7.9","TE","Miami Dolphins",,
"b64fa35e-272f-42d4-b459-78207b06ee3f","Phillip","Dorsett","-","7.7","WR","Jacksonville Jaguars",,
"b2d8ab2a-bba3-4252-9e5e-17115adc328b","Dede","Westbrook","-","7.7","WR","Jacksonville Jaguars",,
"c7e479db-e767-435a-a31d-d56dae4d1378","Noah","Gray","-","7.7","TE","Kansas City Chiefs",,
"7beff3cd-4c13-4555-aed0-55b3c8db32de","Mack","Hollins","-","7.6","WR","Miami Dolphins",,
"b1daa387-99ef-4aa0-ae00-088ce5610080","Ricky","Seals-Jones","-","7.6","TE","Kansas City Chiefs",,
"b9211291-c936-4271-87ac-6d3d36c6e949","Johnny","Mundt","-","7.5","TE","Los Angeles Rams",,
"058b2e20-6696-4527-b9e8-e250bff6ca24","James","O'Shaughnessy","-","7.4","TE","Jacksonville Jaguars",,
"88fcb2e9-50c4-4a0a-8f50-879c4e04b6f4","Albert","Wilson","-","7.3","WR","Miami Dolphins",,
"4ee32cfb-fb62-46b8-948a-da8399c76152","Allen","Hurns","-","7.3","WR","Miami Dolphins",,
"8ee116a3-4c81-4516-8e8c-f3a66b36cbfe","Antonio","Gandy-Golden","-","7.3","WR","Washington Football Team",,
"06e8b484-e4bc-499c-a91d-6737b695fbee","Seth","DeValve","-","6.9","TE","Arizona Cardinals",,
"37157884-becc-4637-81ab-2170be91dda1","John","Bates","-","6.8","TE","Washington Football Team",,
"15c0655b-ddb4-4e3a-bcb9-4fb703c64326","Ryan","Izzo","-","6.7","TE","Houston Texans",,
"20519cf7-6ec7-4e51-a5fc-95c273dac2cb","Adam","Shaheen","-","6.7","TE","Miami Dolphins",,
"224a04c9-e211-4c32-8d62-e468d7faf506","Seth","Williams","-","6.6","WR","Denver Broncos",,
"9f260d4f-9951-40dc-b263-1f2db417898b","DaeSean","Hamilton","-","6.6","WR","Denver Broncos",,
"2ede56c8-e836-4caf-88bc-2006a566dae1","Tommy","Sweeney","-","6.6","TE","Buffalo Bills",,
"5575b826-5e10-45b5-9b82-2ceb234b7fe1","Mike","Strachan","-","6.6","WR","Indianapolis Colts",,
"27e9d488-c537-44ce-9ab1-2c35ee515ebf","Derek","Carrier","-","6.5","TE","Las Vegas Raiders",,
"f322a181-0b1a-4ac7-bde8-4a0926b52dcc","Tommy","Hudson","-","6.4","TE","Tennessee Titans",,
"f28275ec-626a-4ba8-8c8e-235831cdc1bd","Alex","Erickson","-","6.3","WR","Houston Texans",,
"aee8182a-a716-4969-a714-f6dfa3cbeb4e","Juwan","Johnson","-","6.2","WR","New Orleans Saints",,
"2eea2350-2e35-40ee-8257-bde1956d8abe","Devin","Asiasi","-","6.2","TE","New England Patriots",,
"9c56520d-62e3-4960-baa6-fb6dc17886cc","Ian","Thomas","-","6.2","TE","Carolina Panthers",,
"681f547d-3936-4163-bdc4-e0204b1d64b8","Kaden","Smith","-","6.2","TE","NY Giants",,
"f7f7f43e-b4e9-47fd-88a4-27f251c8e0cf","Gunner","Olszewski","-","6.2","WR","New England Patriots",,
"fbaeb2b9-4a94-4233-89e1-91631169b5c5","Nick","Vannett","-","6.1","TE","New Orleans Saints",,
"f287442d-880f-4200-b92e-0d13671dc62a","Marcedes","Lewis","-","6.1","TE","Green Bay Packers",,
"cc9f948e-7dee-4abc-8735-74bf64d2a986","Garrett","Griffin","-","6.1","TE","New Orleans Saints",,
"e8074c3c-6f8b-4fd7-93bb-8206695fe03d","Isaiah","Coulter","-","6.0","WR","Houston Texans",,
"cd4c91ff-3082-4f59-ac57-df3251b3980c","Kenny","Yeboah","-","6.0","TE","NY Jets",,
"3a395cc1-67e0-4fcd-af16-4c4fecd34f41","Tory","Cater","-","5.9","TE","Tennessee Titans",,
"ece779ba-1e6c-4911-9dcb-f15ac0e08612","Jordan","Thomas","-","5.9","TE","Indianapolis Colts",,
"90b6f47e-45eb-4d01-9b8f-ae752c9f238e","Luke","Willson","-","5.8","TE","Seattle Seahawks",,
"70c3f0f7-cacf-42bd-9f11-0809569732ba","Jordan","Howard","-","5.7","RB","Philadelphia Eagles",,
"e2e77131-c592-405b-9e95-0052de77afbd","Tavon","Austin","-","5.3","WR","Green Bay Packers",,
"5f0a9112-c0e8-4c31-bc33-ba1b17638e44","Reggie","Bonnafon","-","5.3","RB","Carolina Panthers",,
"2c166a7a-9cbb-42d9-9952-2b31e847d733","Gary","Brightwell","-","5.1","RB","NY Giants",,
"82417901-3d8c-4b9b-b112-fd179ed6c0cb","Equanimeous","St. Brown","-","5.0","WR","Green Bay Packers",,
"d180f550-f019-490a-a3ce-4b1674b93f9e","D'Ernest","Johnson","-","4.7","RB","Cleveland Browns",,
"fda8d237-813f-48c8-8fcf-f5ec07b92030","Dalton","Keene","-","4.6","TE","New England Patriots",,
"fbd8f3eb-bb51-4d3d-b6d5-ec5fcf33b9c4","Keith","Smith","-","3.2","RB","Atlanta Falcons",,
"059d73fe-1d00-471e-b54d-b767457b0858","D'Onta","Foreman","-","3.1","RB","Tennessee Titans",,
"422b41d4-be9f-4143-92b8-eb9f41377caa","Sewo","Olonilua","-","2.9","RB","Dallas Cowboys",,
"aa17c58c-6222-41ad-826d-b1f9c86f3696","Jake","Funk","-","2.8","RB","Los Angeles Rams",,
