"id","firstName","lastName","adp","projectedPoints","slotName","teamName","lineupStatus","byeWeek"
"9cebd7f1-722b-492c-9913-b6ea58c692de","Russell","Wilson","72.2","321.4","QB","Seattle Seahawks",,
"baa5b181-f71c-4cb3-906e-2528cca6cfec","Robby","Anderson","72.3","183.5","WR","Carolina Panthers",,
"ac230634-ea40-4400-9f1a-12f53c53965b","Trey","Sermon","73.6","170.7","RB","San Francisco 49ers",,
"7cc9efad-a461-4573-89fc-a7626807c17c","Tyler","Boyd","76.6","168.4","WR","Cincinnati Bengals",,
"09c9a0d8-65f7-4134-93da-ea7dcc245e25","Deebo","Samuel","77.5","155.2","WR","San Francisco 49ers",,
"a5da55f2-db18-4855-ae9b-83e3e126ca03","Jalen","Hurts","77.7","320.3","QB","Philadelphia Eagles",,
"2e3dd7dc-d67e-4e3c-822e-c6d3fdf4a4f8","DeVonta","Smith","78.6","154.7","WR","Philadelphia Eagles",,
"bc123200-520b-441d-bea2-9c73b95dd4f0","Raheem","Mostert","78.7","155.7","RB","San Francisco 49ers",,
"0e9d70d6-2594-4274-be26-b2a61d9c993b","Will","Fuller","78.7","156.6","WR","Miami Dolphins",,
"3af45b40-7114-4add-b09d-039d7151366f","Jerry","Jeudy","79.1","146.6","WR","Denver Broncos",,
"0274af0f-be94-4e8e-a3b5-288a4cb3d2ab","JuJu","Smith-Schuster","80.4","139.4","WR","Pittsburgh Steelers",,
"18333356-4269-4ead-8276-c0d6c22f486b","James","Robinson","81.2","123.6","RB","Jacksonville Jaguars",,
"7a2d60e5-2357-407d-9f40-32a78c1e0c99","Dallas","Goedert","83.1","127.9","TE","Philadelphia Eagles",,
"39437c6a-f973-47f9-b62a-00a07aeb926d","Damien","Harris","84.5","162.2","RB","New England Patriots",,
"a689e9ea-4080-46a0-a5a1-36cbb54df10f","Curtis","Samuel","85.6","175.2","WR","Washington Football Team",,
"5047e897-fbda-4621-b190-d560ee677114","Michael","Gallup","87.4","166.5","WR","Dallas Cowboys",,
"6e2ad5f8-4a54-419f-a54c-408663bb2ded","Michael","Carter","90.0","146.9","RB","NY Jets",,
"6a188950-2656-4aa6-95fe-1a725ecfaccb","Brandin","Cooks","90.5","169.0","WR","Houston Texans",,
"e849512a-30ae-4de1-b705-177056ca3f9d","Tyler","Higbee","90.5","122.0","TE","Los Angeles Rams",,
"5cde7aea-f9ae-407b-b90c-685ec16f5c3e","Jarvis","Landry","91.9","160.9","WR","Cleveland Browns",,
"52b3e3f7-5732-4e22-9e6f-5ba8e8ecfadf","Leonard","Fournette","92.8","120.0","RB","Tampa Bay Buccaneers",,
"0c453993-12a1-4019-ac33-b56206e18271","Joe","Burrow","94.3","295.7","QB","Cincinnati Bengals",,
"dafcd557-143c-4644-ab5e-ea2eef35611d","Noah","Fant","94.5","117.5","TE","Denver Broncos",,
"fc279b8e-cc78-4d47-8dc9-8ea9257e66db","Marquise","Brown","94.5","124.6","WR","Baltimore Ravens",,
"88befd90-e162-4570-a083-16c4908743a6","Melvin","Gordon","95.8","145.8","RB","Denver Broncos",,
"29698c73-8f0f-4b5e-93bf-93aff9671dff","Laviska","Shenault","97.6","136.1","WR","Jacksonville Jaguars",,
"fcf76717-bde4-46bd-8371-870bdddf5b7d","Jaylen","Waddle","97.6","118.1","WR","Miami Dolphins",,
"d7c779ea-3dfb-42fa-add0-3fbf8a7d53af","Zack","Moss","98.9","158.2","RB","Buffalo Bills",,
"d18266d5-a877-413b-87ff-32fcb3ecd124","Antonio","Brown","100.7","97.3","WR","Tampa Bay Buccaneers",,
"084e69f7-0dab-4815-b7bb-96fcf72b5bea","Tom","Brady","100.9","305.7","QB","Tampa Bay Buccaneers",,
"3c7c3ad9-3224-42f6-8dc1-e8b348452438","Aaron","Rodgers","101.2","272.8","QB","Green Bay Packers",,
"2270fcf3-9974-4e73-8834-56d8b117e171","Ronald","Jones","101.3","151.4","RB","Tampa Bay Buccaneers",,
"3e20d7a1-ae60-4dc3-a02a-9dfed27a788b","Tony","Pollard","101.7","113.8","RB","Dallas Cowboys",,
"7429c757-08bf-4277-a9e3-a2ca092235c1","Mike","Williams","102.4","173.7","WR","Los Angeles Chargers",,
"311dcd8d-7daa-4440-b53a-64a1b5762fc4","Logan","Thomas","103.3","104.4","TE","Washington Football Team",,
"05833ac2-6a8b-4b02-8467-1c2faaa4c251","Matthew","Stafford","104.1","301.4","QB","Los Angeles Rams",,
"407494db-d38d-4941-beef-18873c363973","James","Conner","105.6","145.6","RB","Arizona Cardinals",,
"6bc6c20f-a7bd-4378-89a9-1d463ec584ad","Michael","Pittman","106.2","148.7","WR","Indianapolis Colts",,
"e75b647c-f420-49c3-b8e6-4bb62f375559","Gus","Edwards","108.8","126.5","RB","Baltimore Ravens",,
"dffa57e5-0ff4-46ef-8ea9-fc9079cd844a","Mecole","Hardman","111.2","128.9","WR","Kansas City Chiefs",,
"f96dd68b-ad82-457d-9435-ca7943a1e292","A.J.","Dillon","112.7","134.0","RB","Green Bay Packers",,
"ef041929-c098-4f3f-b39a-ecdb2021d215","Ryan","Tannehill","113.0","274.4","QB","Tennessee Titans",,
"8f8ec083-68c9-4814-bcf7-9e3864384157","DeVante","Parker","115.0","145.1","WR","Miami Dolphins",,
"f11408d9-973c-450b-8a13-2657443ae5ee","Corey","Davis","115.5","173.4","WR","NY Jets",,
"68cec3ff-68dd-41ac-b91a-a40a850340a9","Irv","Smith","116.2","115.1","TE","Minnesota Vikings",,
"59f5aacb-f39e-4e21-a8c6-6a61ca66d54d","Trevor","Lawrence","117.3","287.2","QB","Jacksonville Jaguars",,
"16aaff8f-88c8-4043-867d-fc80eaad3aca","Darnell","Mooney","119.2","135.3","WR","Chicago Bears",,
"19efa358-2457-45d5-b8fa-fee14fd47077","Kenyan","Drake","119.5","129.0","RB","Las Vegas Raiders",,
"5efb72e7-06f8-4d00-a7dd-885cf0d982fc","Mike","Gesicki","120.4","104.2","TE","Miami Dolphins",,
"5d07a264-2036-4cde-b20b-01540ddaef7e","Trey","Lance","122.8","260.3","QB","San Francisco 49ers",,
"2a6c1072-0362-4843-8207-a476abf1a745","Cole","Beasley","123.2","154.1","WR","Buffalo Bills",,
"fc037120-1ec1-49c7-95cb-2e04f08bdf00","Matt","Ryan","123.2","319.7","QB","Atlanta Falcons",,
"d05fc267-28aa-4ad7-9620-fdd106498153","Darrell","Henderson","124.0","129.8","RB","Los Angeles Rams",,
"12b00629-de37-472b-84a7-3faef5812d0b","Marvin","Jones","124.2","144.6","WR","Jacksonville Jaguars",,
"920b154e-e539-427b-876e-4b0ae9251312","David","Johnson","126.2","139.1","RB","Houston Texans",,
"c5579767-45b7-428a-bbe8-c7e38a075ed9","Russell","Gage","126.9","101.1","WR","Atlanta Falcons",,
"408a5c7a-0a4c-411f-8c21-f5892b4eaa61","Rashod","Bateman","127.4","141.1","WR","Baltimore Ravens",,
"e943bb1c-241b-4205-ad53-531ee244db9c","Robert","Tonyan","128.3","105.2","TE","Green Bay Packers",,
"e393bb26-adf6-472d-bdab-3ca511985052","Latavius","Murray","129.3","133.8","RB","New Orleans Saints",,
"90d47fb6-e92d-4d43-9622-031a4ae937d0","Jalen","Reagor","129.4","109.5","WR","Philadelphia Eagles",,
"b584610d-9490-40c1-95e1-2294474a440a","Henry","Ruggs","131.0","143.1","WR","Las Vegas Raiders",,
"8843ab77-af01-4599-8495-ddbf678ecb3e","Jamaal","Williams","131.6","108.7","RB","Detroit Lions",,
"94050cec-d584-442d-afab-cb4be81de8d7","Justin","Fields","132.0","230.6","QB","Chicago Bears",,
"96801a88-90cb-4566-97d6-3a727ebfab27","Nyheim","Hines","133.6","130.1","RB","Indianapolis Colts",,
"faa5ea47-862d-4209-83f4-067684f3f9ba","Gabriel","Davis","133.6","127.5","WR","Buffalo Bills",,
"dfdeb0bf-da83-41e7-9ef4-873e97e9e8e7","Evan","Engram","135.8","60.9","TE","NY Giants",,
"4ac48c79-fa45-4ad5-bd56-5632d3d26833","Nelson","Agholor","136.7","141.4","WR","New England Patriots",,
"e43488be-08de-47fc-8174-430a04392668","T.Y.","Hilton","139.1","129.9","WR","Indianapolis Colts",,
"ad0cba30-b012-4a44-b680-c965acc342d6","Tua","Tagovailoa","139.6","269.7","QB","Miami Dolphins",,
"33fed901-e5f8-4030-b5b9-a12f61618827","Adam","Trautman","139.9","107.8","TE","New Orleans Saints",,
"540cd12b-2270-4051-bba2-50d5a14ba02e","Anthony","Firkser","141.2","114.6","TE","Tennessee Titans",,
"76f771da-7602-41d1-8838-3f36399c1c39","Devin","Singletary","141.5","145.9","RB","Buffalo Bills",,
"92f83b60-b243-427b-90a5-8ad667f5069e","Rondale","Moore","143.4","122.1","WR","Arizona Cardinals",,
"39447614-c541-4486-830a-34597a01b565","Elijah","Moore","143.7","113.9","WR","NY Jets",,
"631468e7-df01-4856-86b2-143736e9e9d6","Kirk","Cousins","144.2","274.9","QB","Minnesota Vikings",,
"8650d1e8-9783-43da-a02e-bffbbbef1d8d","Alexander","Mattison","146.6","95.4","RB","Minnesota Vikings",,
"c311e03c-5219-4da0-a30b-f3baef6100c5","Jonnu","Smith","147.9","108.2","TE","New England Patriots",,
"dbe91621-495b-4f2a-8ccd-2c173402c7f6","Denzel","Mims","148.7","107.7","WR","NY Jets",,
"64591ad5-366a-447a-8134-2e1d2865da19","Baker","Mayfield","148.8","275.1","QB","Cleveland Browns",,
"838c967c-5998-4de3-822a-7d8662daadc4","Ryan","Fitzpatrick","149.4","259.9","QB","Washington Football Team",,
"07455eef-4ece-4b18-a510-9af92edc72eb","Parris","Campbell","150.7","94.7","WR","Indianapolis Colts",,
"7206a804-07fe-4d03-8908-9e6ac0e9fddd","J.D.","McKissic","154.3","92.1","RB","Washington Football Team",,
"3fc1a6a5-4d56-4207-8c69-98df195d1a05","Breshad","Perriman","154.3","120.7","WR","Detroit Lions",,
"9d562735-a712-4b86-9158-a2d51fed4cb5","Rob","Gronkowski","154.7","74.1","TE","Tampa Bay Buccaneers",,
"e3ccb789-e3bb-450c-963c-755622d0c1b1","Carson","Wentz","155.3","262.7","QB","Indianapolis Colts",,
"848ad67a-81d8-4247-bc75-cee25d43a597","Terrace","Marshall Jr","156.5","112.6","WR","Carolina Panthers",,
"52aa5c4a-01c8-4f9f-8d21-cbd3ace4164b","Blake","Jarwin","158.6","47.9","TE","Dallas Cowboys",,
"f864ceec-5828-4598-9544-d61e456c6ccd","Tre'Quan","Smith","159.0","105.6","WR","New Orleans Saints",,
"ddf56e3b-c252-44ab-a6b8-79bd7ce5c6c0","Hunter","Henry","160.4","115.8","TE","New England Patriots",,
"b206653c-98fa-46a6-8856-64c16f98c68c","Jared","Cook","161.5","73.6","TE","Los Angeles Chargers",,
"f9a7c542-d1e6-4b81-8599-a5805434a650","John","Brown","161.6","99.7","WR","Las Vegas Raiders",,
"c6c2a61c-9dd8-41af-b666-c53586139679","Rashaad","Penny","162.2","89.0","RB","Seattle Seahawks",,
"84c117bd-6764-488f-a3ae-3cbd99dfb6c2","Daniel","Jones","163.9","265.6","QB","NY Giants",,
"b43f80c5-dfdc-41fe-83e9-5becc84d2d9e","Christian","Kirk","165.7","110.2","WR","Arizona Cardinals",,
"8869695c-451b-40f9-a7dd-65f4a9c4ab92","Emmanuel","Sanders","167.5","89.7","WR","Buffalo Bills",,
"dff016e8-b9bf-4b58-961e-7014311a2156","Gerald","Everett","167.7","80.5","TE","Seattle Seahawks",,
"74eadc79-6acc-482a-a526-73925e815a09","Amon-Ra","St. Brown","168.1","93.1","WR","Detroit Lions",,
"a13497e1-fda9-43d7-849f-66b19e185ffb","Sterling","Shepard","171.9","95.2","WR","NY Giants",,
"909144b6-be76-4009-8463-473d7face9df","Cole","Kmet","172.3","93.4","TE","Chicago Bears",,
"6f16aac2-89f3-4ee1-8bd6-4a6414d01401","Tarik","Cohen","173.4","74.1","RB","Chicago Bears",,
"a673b6f2-1a0c-4f46-9517-ac9623219a00","Sam","Darnold","173.9","256.2","QB","Carolina Panthers",,
"eefdfe59-f856-4de2-9d18-f48a10aa192e","Phillip","Lindsay","174.2","71.7","RB","Houston Texans",,
"d960e3cb-ce05-48f0-8cad-42caa98a7d2d","Jamison","Crowder","174.3","126.1","WR","NY Jets",,
"72882b88-c301-49cd-8728-dd61e2164698","Bryan","Edwards","176.1","75.9","WR","Las Vegas Raiders",,
"1015230f-f03b-4746-b566-4bfab2b750ea","Zach","Wilson","176.2","242.9","QB","NY Jets",,
"ccf69edc-5075-4066-ba59-796688727723","Austin","Hooper","179.3","95.0","TE","Cleveland Browns",,
"c7d35178-c85a-4d99-bd5a-04c5719f9cf1","Chuba","Hubbard","179.7","56.0","RB","Carolina Panthers",,
"647892a3-8245-48e8-8c23-57b2a4ab1278","Kadarius","Toney","181.0","94.8","WR","NY Giants",,
"6c19b0f4-dbe5-46a4-8bb9-8f4522e2f6af","Jameis","Winston","183.1","208.9","QB","New Orleans Saints",,
"f7606eb2-202f-478e-a88f-0a4e84f2086b","Josh","Reynolds","183.2","113.9","WR","Tennessee Titans",,
"bb807ae2-6c26-4f2f-9b1a-d715f3108acd","James","White","183.5","82.2","RB","New England Patriots",,
"6442c478-0b39-4b19-866c-2981aad2b343","Dyami","Brown","183.9","85.1","WR","Washington Football Team",,
"f6ca360d-5dd2-40b3-bc90-924afebb3264","Tyrell","Williams","185.5","117.8","WR","Detroit Lions",,
"f0e57430-9995-4885-864e-978b28aa547e","Tevin","Coleman","185.5","43.6","RB","NY Jets",,
"41bc59d5-654b-4af8-ab9e-7864a02fb2a0","Ben","Roethlisberger","186.6","215.6","QB","Pittsburgh Steelers",,
"d501bdab-4a71-40e9-b748-889725b5bf0d","Zach","Ertz","187.4","57.8","TE","Philadelphia Eagles",,
"a33f7e32-b5dd-4e9f-91a3-d860c2c38c93","Giovani","Bernard","189.1","58.8","RB","Tampa Bay Buccaneers",,
"72f79076-e3f9-4f67-9960-c250cf87b151","Amari","Rodgers","190.4","97.0","WR","Green Bay Packers",,
"da7e367e-65a7-43fb-9f76-f250f4d3dccf","Derek","Carr","190.8","240.0","QB","Las Vegas Raiders",,
"2b31ef68-d7c0-44f5-b2f8-80d34d4087ae","Kenny","Gainwell","192.3","58.3","RB","Philadelphia Eagles",,
"3c39bb96-bb1b-4b85-8eff-1553a882a897","Eric","Ebron","192.5","72.9","TE","Pittsburgh Steelers",,
"dd06536e-6005-4d09-b616-6fc3a45363ce","A.J.","Green","193.5","61.0","WR","Arizona Cardinals",,
"5949a3d1-56be-4b3e-b75b-827f30450b94","Demarcus","Robinson","194.6","74.8","WR","Kansas City Chiefs",,
"bd9427ac-7804-43a4-8a28-ad3acc62d861","Darius","Slayton","195.7","81.2","WR","NY Giants",,
"76b4bd01-83be-4e42-be96-7300fe68a69c","Marquez","Valdes-Scantling","197.1","80.6","WR","Green Bay Packers",,
"30370125-b0bf-4db2-81da-be8a411441f4","D'Wayne","Eskridge","197.4","67.0","WR","Seattle Seahawks",,
"91823c1e-60a8-4ed5-8d32-6254109d3b00","Deshaun","Watson","197.9","107.5","QB","Houston Texans",,
"a33779e8-01ef-487d-b79b-c30d23fb96d1","Darrynton","Evans","198.8","75.2","RB","Tennessee Titans",,
"04be7997-3aa0-407d-baaf-4dc57339c227","Jakobi","Meyers","199.5","98.2","WR","New England Patriots",,
"906de9b2-847d-4785-98ba-db6508dae97f","Van","Jefferson","200.8","48.8","WR","Los Angeles Rams",,
"e67c62f1-487f-43b4-b3d7-9936dbf31332","K.J.","Hamler","201.7","101.4","WR","Denver Broncos",,
"0044c750-a19c-4a7f-b4b9-6129ef027771","Olamide","Zaccheaus","201.9","16.3","WR","Atlanta Falcons",,
"57100e6b-0a4c-4c51-be0b-f56ba96b2d9c","Rhamondre","Stevenson","202.2","64.3","RB","New England Patriots",,
"296a80dd-e254-42bf-8941-f584184e6437","Christopher","Herndon","202.3",,"TE","NY Jets",,
"ff6be397-b8a4-446c-b78d-ade23715f42b","DeSean","Jackson","203.2","80.4","WR","Los Angeles Rams",,
"138c0f97-4400-4b13-a04a-d5e77b3a4e6e","Jared","Goff","204.2","198.3","QB","Detroit Lions",,
"375cc035-5f3a-4065-ad46-543d8b9a19c4","Jerick","McKinnon","205.1","58.0","RB","Kansas City Chiefs",,
"17536b30-c882-456b-94c9-a5ea90ace8e6","Taysom","Hill","206.1","88.9","QB","New Orleans Saints",,
"b16d6b5e-6fe4-44cc-85b8-4c3cf2bfd38b","Sammy","Watkins","207.0","89.1","WR","Baltimore Ravens",,
"937435d2-8d97-43dc-b893-e61427d971a4","Hayden","Hurst","207.1","59.0","TE","Atlanta Falcons",,
"0c1dbc8b-9c4b-44d4-853e-6f8627a3b659","Josh","Palmer","207.2","75.9","WR","Los Angeles Chargers",,
"9b57c24f-8347-4a38-b7b4-3faeb0e407a0","Nico","Collins","207.5","63.0","WR","Houston Texans",,
"ee0db6e3-7516-4cdf-a310-918649f10c82","Javian","Hawkins","207.6","18.1","RB","Atlanta Falcons",,
"f7abe004-5f03-48e9-aafc-daf907a7efa4","Damien","Williams","209.5","23.9","RB","Chicago Bears",,
"cdc3a609-5a76-4a07-a5fc-dcd8dd094d51","Marlon","Mack","209.5","65.9","RB","Indianapolis Colts",,
"24934c5c-916a-471d-828a-366a0f8a3c32","Ty","Johnson","209.6","36.5","RB","NY Jets",,
"54fe78c0-ea25-423b-8b9d-e75d60ac6f83","Allen","Lazard","209.9","62.8","WR","Green Bay Packers",,
"c7b76231-b0f7-4156-ab5b-b6f3f9511760","Mo","Alie-Cox","210.6","44.3","TE","Indianapolis Colts",,
"ca04265c-c408-4d13-869d-101f4931214a","Cam","Newton","210.7","144.8","QB","New England Patriots",,
"664389a6-4faf-4d3d-949b-d2c74a8d223b","Elijah","Mitchell","211.5","13.0","RB","San Francisco 49ers",,
"6f4a14e9-245b-4ee7-a51f-83fc39dedb27","O.J.","Howard","211.6","53.1","TE","Tampa Bay Buccaneers",,
"d7ca4d1d-283d-44eb-b1c7-0103a6758d22","Malcolm","Brown","211.8","74.7","RB","Miami Dolphins",,
"93be3bde-a628-4007-b8ce-1cfeaeb2fcf6","Salvon","Ahmed","212.0","52.8","RB","Miami Dolphins",,
"f9bfb56d-bb33-4c6a-925f-87b504efc696","Dawson","Knox","212.0","64.6","TE","Buffalo Bills",,
"4af7b449-4899-406c-bbb1-308fb4e716d8","Anthony","Miller","212.8","72.1","WR","Chicago Bears",,
"137a7e3d-86ed-40dc-b4f8-ddf0c4476253","Wayne","Gallman","213.0",,"RB","San Francisco 49ers",,
"034d5dbb-9cb2-4724-ab78-fbd05b52585c","Kendrick","Bourne","213.5","105.6","WR","New England Patriots",,
"48dbad2b-5407-420f-af8b-b594186b09b3","Mac","Jones","213.6","135.4","QB","New England Patriots",,
"c7f9dc86-807d-4c6a-8ec2-2b6db622cc3a","Jeffery","Wilson","213.8","40.4","RB","San Francisco 49ers",,
"cb31cd85-aed2-4b54-bdaf-d6b24061f77e","Hunter","Renfrow","213.8","117.7","WR","Las Vegas Raiders",,
"48bf637e-d293-4eed-9f52-563c7ec22f8d","Cornell","Powell","213.9","63.2","WR","Kansas City Chiefs",,
"06d3e22d-8e89-4e41-a10f-52b649e07f75","Devontae","Booker","213.9","79.5","RB","NY Giants",,
"dea6b03e-e85b-4109-b305-90af3f7bac53","Marquez","Callaway","213.9","73.9","WR","New Orleans Saints",,
